name,hof_class,year_drafted,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Brandon Hunter,0.0,2003,36,11.3,3.5,1.5,3.2,45.7,0.0,0.1,0.0,0.5,1.2,44.2,1.4,1.9,3.3,0.5,0.4,0.0,0.6,4.6
Brandon Ingram,0.0,2016,36,27.4,7.4,2.6,7.6,34.7,0.5,2.1,25.0,1.6,2.3,69.9,0.7,3.4,4.1,1.9,0.4,0.4,1.3,7.3
Brandon Jennings,0.0,2009,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,5.7,1.3,0.2,2.4,13.8
Brandon Knight,0.0,2011,66,32.3,12.8,4.8,11.7,41.5,1.6,4.2,38.0,1.6,2.1,75.9,0.5,2.7,3.2,3.8,0.7,0.1,2.6,10.8
Brandon Roy,0.0,2006,57,35.4,16.8,6.1,13.4,45.6,1.0,2.6,37.7,3.5,4.2,83.8,1.0,3.4,4.4,4.0,1.2,0.2,2.0,16.5
Brandon Rush,0.0,2008,75,24.0,8.1,3.2,7.7,42.3,1.0,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,0.5,0.5,1.0,7.4
Brendan Haywood,0.0,2001,62,20.4,5.1,1.8,3.6,49.3,0.0,0.0,0.0,1.6,2.6,60.6,2.3,2.9,5.2,0.5,0.3,1.5,0.8,8.9
Brent Barry,0.0,1995,79,24.0,10.1,3.6,7.6,47.4,1.6,3.7,41.6,1.4,1.7,81.0,0.5,1.6,2.1,2.9,1.2,0.3,1.5,10.8
Brent Price,0.0,1992,68,12.6,3.9,1.5,4.1,35.8,0.1,0.7,16.7,0.8,1.0,79.4,0.4,1.1,1.5,2.3,0.8,0.0,1.3,4.4
Brett Szabo,0.0,1996,70,9.5,2.2,0.8,1.7,44.6,0.0,0.0,0.0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,3.7
Brevin Knight,0.0,1997,80,31.0,9.0,3.3,7.4,44.1,0.0,0.1,0.0,2.5,3.1,80.1,0.8,2.3,3.2,8.2,2.5,0.2,2.4,15.9
Brian Cook,0.0,2003,35,12.6,4.4,1.9,4.0,47.5,0.0,0.1,0.0,0.6,0.8,75.0,0.9,2.0,2.9,0.6,0.5,0.5,0.5,6.0
Brian Davis,0.0,1993,68,5.5,1.9,0.6,1.9,31.7,0.0,0.0,33.3,0.7,1.0,73.5,0.3,0.5,0.8,0.3,0.2,0.1,0.3,1.5
Brian Grant,0.0,1994,80,28.6,13.2,5.2,10.1,51.1,0.0,0.1,25.0,2.9,4.5,63.6,2.6,4.9,7.5,1.2,0.6,1.4,2.0,15.4
Brian Oliver,0.0,1990,73,11.0,3.8,1.5,3.7,40.8,0.1,0.2,27.8,0.7,1.0,73.2,0.2,0.8,1.1,1.2,0.5,0.1,0.7,3.5
Brian Roberts,0.0,2012,78,17.0,7.1,2.7,6.6,41.7,0.8,2.0,38.6,0.9,1.0,90.9,0.2,1.0,1.2,2.8,0.5,0.0,0.9,6.9
Brian Shaw,0.0,1988,82,28.1,8.6,3.6,8.4,43.3,0.0,0.2,0.0,1.3,1.6,82.6,1.5,3.1,4.6,5.8,0.9,0.3,2.3,12.9
Brook Lopez,0.0,2008,82,30.5,13.0,5.5,10.3,53.1,0.0,0.0,0.0,2.1,2.6,79.3,2.7,5.4,8.1,1.0,0.5,1.8,1.8,17.4
Brook Steppe,0.0,1982,62,9.8,4.0,1.4,2.8,47.7,0.0,0.1,14.3,1.2,1.6,76.0,0.4,0.8,1.2,1.1,0.4,0.1,0.9,3.9
Brooks Thompson,0.0,1994,38,6.5,3.1,1.2,3.0,39.5,0.5,1.5,31.0,0.2,0.3,66.7,0.2,0.4,0.6,1.1,0.3,0.1,0.7,2.5
Bruce Flowers,0.0,1982,53,13.2,4.9,2.1,3.9,53.4,0.0,0.0,0.0,0.8,1.0,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8,6.9
Bruce Kuczenski,0.0,1983,15,7.9,1.9,0.7,2.5,27.0,0.0,0.0,0.0,0.5,0.8,66.7,0.5,1.1,1.5,0.5,0.1,0.1,1.0,1.0
Bryan Warrick,0.0,1982,43,16.9,4.0,1.5,4.0,38.0,0.0,0.1,0.0,1.0,1.3,73.7,0.3,1.3,1.6,2.9,0.5,0.2,1.6,4.7
Bryant Reeves,0.0,1995,77,31.9,13.3,5.2,11.4,45.7,0.0,0.0,0.0,2.8,3.9,73.2,2.3,5.1,7.4,1.4,0.6,0.7,2.0,14.1
Bryant Stith,0.0,1992,39,22.2,8.9,3.2,7.1,44.6,0.0,0.1,0.0,2.5,3.1,83.2,1.0,2.2,3.2,1.3,0.6,0.1,1.1,8.5
Bryce Drew,0.0,1998,34,13.0,3.5,1.4,3.8,36.4,0.5,1.4,32.7,0.2,0.2,100.0,0.1,0.9,0.9,1.5,0.3,0.1,0.9,3.1
Bryon Russell,0.0,1993,67,16.7,5.0,2.0,4.2,48.4,0.0,0.3,9.1,0.9,1.5,61.4,0.9,1.8,2.7,0.8,1.0,0.3,0.8,6.2
Bubba Wells,0.0,1997,39,10.1,3.3,1.2,3.0,41.4,0.0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,3.5
Buck Johnson,0.0,1986,60,8.7,3.8,1.6,3.4,46.8,0.0,0.0,0.0,0.7,1.0,69.0,0.6,0.8,1.5,0.7,0.3,0.3,0.6,3.8
Buck Williams,0.0,1981,82,34.5,15.5,6.3,10.7,58.2,0.0,0.0,0.0,3.0,4.7,62.4,4.2,8.0,12.3,1.3,1.0,1.0,2.9,21.9
Buddy Hield,0.0,2016,35,19.3,8.6,3.3,8.4,39.5,1.5,4.1,35.2,0.5,0.6,90.5,0.3,2.2,2.5,1.2,0.3,0.1,0.9,6.7
Butch Carter,0.0,1980,54,12.4,5.6,2.1,4.6,46.2,0.1,0.2,30.0,1.3,1.8,73.7,0.6,0.6,1.2,1.0,0.4,0.0,0.9,4.3
Byron Houston,0.0,1992,79,16.1,5.3,1.8,4.1,44.6,0.0,0.1,28.6,1.6,2.5,66.5,1.5,2.5,4.0,0.9,0.6,0.5,1.1,7.1
Byron Irvin,0.0,1989,50,9.8,5.2,1.9,4.1,47.3,0.1,0.3,35.7,1.2,1.8,67.0,0.6,0.9,1.5,0.9,0.6,0.0,0.8,4.6
Byron Scott,0.0,1983,74,22.1,10.6,4.5,9.3,48.4,0.1,0.5,23.5,1.5,1.9,80.6,0.7,1.5,2.2,2.4,1.1,0.3,1.6,9.9
Cal Bowdler,0.0,1999,46,9.2,2.7,1.1,2.5,42.6,0.0,0.0,0.0,0.5,0.8,63.2,0.5,1.4,1.8,0.3,0.3,0.2,0.5,3.1
Calbert Cheaney,0.0,1993,65,24.7,12.0,5.0,10.7,47.0,0.0,0.4,4.3,1.9,2.5,77.0,1.4,1.6,2.9,1.9,1.0,0.1,1.7,10.1
Calvin Garrett,0.0,1980,70,23.4,6.1,2.7,5.9,45.3,0.0,0.0,33.3,0.7,0.9,80.6,1.2,2.6,3.8,1.9,0.7,0.1,1.3,7.9
Cameron Payne,0.0,2015,57,12.2,5.0,2.0,4.9,41.0,0.6,1.9,32.4,0.3,0.4,79.2,0.2,1.3,1.5,1.9,0.6,0.1,0.8,5.4
Carey Scurry,0.0,1985,78,15.0,4.7,1.8,3.9,47.2,0.0,0.1,9.1,1.0,1.6,61.9,1.2,1.9,3.1,1.1,1.0,0.8,1.2,6.8
Caris LeVert,0.0,2016,12,15.5,4.7,1.6,4.4,35.8,0.8,2.6,32.3,0.7,1.0,66.7,0.3,2.3,2.6,1.3,0.9,0.2,0.6,5.9
Carl Herrera,0.0,1991,43,13.2,4.4,1.9,3.7,51.6,0.0,0.0,0.0,0.6,1.0,56.8,0.8,1.5,2.3,0.6,0.4,0.6,0.9,5.2
Carl Landry,0.0,2007,42,16.9,8.1,3.2,5.2,61.6,0.0,0.0,0.0,1.7,2.6,66.1,2.3,2.6,4.9,0.5,0.4,0.2,0.6,10.6
Carlos Arroyo,0.0,2001,37,10.0,3.0,1.3,3.0,44.1,0.0,0.1,0.0,0.4,0.5,72.2,0.3,0.8,1.1,1.9,0.3,0.0,0.6,3.9
Carlos Boozer,0.0,2002,81,25.3,10.0,4.1,7.6,53.6,0.0,0.0,0.0,1.8,2.4,77.1,2.5,5.0,7.5,1.3,0.7,0.6,1.3,14.8
Carlos Rogers,0.0,1994,49,20.8,8.9,3.7,6.9,52.9,0.0,0.3,14.3,1.6,3.0,52.1,2.2,3.5,5.7,0.8,0.5,1.1,1.7,10.5
Carmelo Anthony,0.0,2003,82,36.5,21.0,7.6,17.9,42.6,0.8,2.6,32.2,5.0,6.4,77.7,2.2,3.8,6.1,2.8,1.2,0.5,3.0,16.9
Caron Butler,0.0,2002,78,36.6,15.4,5.5,13.2,41.6,0.4,1.4,31.8,4.0,4.8,82.4,1.7,3.4,5.1,2.7,1.8,0.4,2.5,14.3
Casey Jacobsen,0.0,2002,72,15.9,5.1,1.7,4.5,37.3,0.7,2.3,31.5,1.0,1.5,68.6,0.4,0.8,1.2,1.0,0.5,0.1,0.8,3.8
Cedric Ceballos,0.0,1990,63,11.6,8.2,3.2,6.7,48.7,0.0,0.1,16.7,1.7,2.6,66.3,1.2,1.2,2.4,0.6,0.3,0.1,1.1,6.2
Cedric Henderson,0.0,1997,82,30.8,10.1,4.2,8.8,48.0,0.0,0.0,0.0,1.7,2.3,71.6,0.9,3.1,4.0,2.0,1.2,0.6,2.0,10.6
Cedric Jackson,0.0,2009,12,6.3,1.7,0.5,1.7,30.0,0.1,0.5,16.7,0.6,1.0,58.3,0.2,0.5,0.7,1.2,0.3,0.2,0.9,1.4
Cedric Simmons,0.0,2006,43,12.4,2.9,1.3,3.1,41.7,0.0,0.0,0.0,0.4,0.8,48.5,1.0,1.5,2.5,0.3,0.2,0.5,0.5,3.7
Cedrick Hordges,0.0,1980,68,23.5,8.4,3.3,7.1,46.0,0.0,0.0,0.0,1.9,2.7,69.9,1.8,5.0,6.7,1.5,0.5,0.3,1.8,11.0
Chandler Parsons,0.0,2011,63,28.6,9.5,3.9,8.7,45.2,1.0,2.8,33.7,0.7,1.2,55.1,1.4,3.3,4.8,2.1,1.2,0.5,1.3,11.4
Channing Frye,0.0,2005,65,24.2,12.3,4.7,9.8,47.7,0.0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,5.8,0.8,0.5,0.7,1.5,12.8
Charles Barkley,1.0,1984,82,28.6,14.0,5.2,9.5,54.5,0.0,0.1,16.7,3.6,4.9,73.3,3.2,5.3,8.6,1.9,1.2,1.0,2.5,18.4
Charles Bradley,0.0,1981,51,6.6,3.0,1.1,2.4,45.1,0.0,0.0,0.0,0.8,1.2,67.7,0.2,0.5,0.7,0.4,0.3,0.1,0.7,2.1
Charles Jenkins,0.0,2011,51,17.5,5.8,2.5,5.7,44.7,0.1,0.4,15.0,0.7,0.8,87.2,0.2,1.2,1.3,3.3,0.7,0.1,1.2,6.8
Charles Jones,0.0,1984,78,20.1,8.4,3.0,5.8,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,10.5
Charles Oakley,0.0,1985,77,23.0,9.6,3.6,7.0,51.9,0.0,0.0,0.0,2.3,3.5,66.2,3.3,5.3,8.6,1.7,0.9,0.4,2.3,14.4
Charles R. Jones,0.0,1998,29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,1.4,0.6,0.2,1.0,3.1
Charles Shackleford,0.0,1988,60,8.1,3.1,1.4,2.8,49.4,0.0,0.0,0.0,0.4,0.7,50.0,0.8,1.7,2.6,0.4,0.3,0.3,0.5,4.4
Charles Smith,0.0,1988,71,30.4,16.3,6.1,12.4,49.5,0.0,0.0,0.0,4.0,5.5,72.5,2.4,4.1,6.5,1.5,1.0,1.3,2.1,16.7
Charles Smith,0.0,1997,34,8.6,3.5,1.4,3.7,39.2,0.4,1.4,31.9,0.2,0.3,54.5,0.4,0.4,0.8,0.6,0.3,0.2,0.8,2.3
Charles Smith,0.0,1989,60,8.7,2.9,1.0,2.2,44.4,0.0,0.1,0.0,0.9,1.3,69.7,0.2,0.9,1.2,1.7,0.6,0.1,0.6,4.1
Charles Thomas,0.0,1991,36,4.3,1.3,0.5,1.4,35.3,0.1,0.5,11.8,0.3,0.4,66.7,0.2,0.4,0.6,0.6,0.1,0.0,0.5,1.2
Charles Whitney,0.0,1980,47,16.6,7.4,3.2,6.5,48.7,0.0,0.1,33.3,1.1,1.4,76.9,0.6,1.6,2.3,1.4,1.0,0.1,1.0,7.6
Charlie Davis,0.0,1981,54,10.6,3.8,1.6,3.4,47.8,0.0,0.0,0.0,0.6,0.7,81.1,1.0,1.5,2.5,0.6,0.2,0.2,0.8,4.6
Charlie Sitton,0.0,1984,43,7.1,2.1,0.9,2.2,41.5,0.0,0.0,0.0,0.3,0.6,52.0,0.6,0.8,1.4,0.6,0.2,0.1,0.4,2.4
Charlie Villanueva,0.0,2005,81,29.1,13.0,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2.0,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,14.0
Chase Budinger,0.0,2009,74,20.1,8.9,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77.0,0.5,2.5,3.0,1.2,0.5,0.1,0.7,8.5
Chauncey Billups,0.0,1997,80,27.7,11.2,3.5,9.4,37.4,1.3,4.1,32.9,2.8,3.3,85.0,0.8,1.6,2.4,3.9,1.3,0.1,2.2,10.3
Cherokee Parks,0.0,1995,64,13.6,3.9,1.6,3.9,40.9,0.1,0.4,26.9,0.6,1.0,66.1,1.0,2.3,3.4,0.5,0.4,0.5,0.5,5.5
Chris Anstey,0.0,1997,41,16.6,5.9,2.2,5.6,39.8,0.1,0.4,18.8,1.3,1.8,71.6,1.3,2.5,3.8,0.9,0.8,0.7,1.0,7.0
Chris Bosh,1.0,2003,75,33.5,11.5,4.4,9.5,45.9,0.1,0.2,35.7,2.7,3.8,70.1,2.5,4.9,7.4,1.0,0.8,1.4,1.4,14.4
Chris Carr,0.0,1995,60,9.8,4.0,1.5,3.6,41.5,0.2,0.7,26.2,0.8,1.0,81.7,0.5,1.3,1.7,0.7,0.2,0.1,0.7,3.7
Chris Childs,0.0,1994,53,19.3,5.8,2.0,5.3,38.0,0.8,2.4,32.8,1.0,1.4,75.3,0.3,1.0,1.3,4.1,0.8,0.1,1.4,7.1
Chris Copeland,0.0,2012,56,15.4,8.7,3.3,6.8,47.9,1.1,2.5,42.1,1.1,1.5,75.9,0.6,1.5,2.1,0.5,0.3,0.2,0.9,7.0
Chris Corchiani,0.0,1991,51,14.5,5.0,1.5,3.8,39.9,0.2,0.7,27.0,1.8,2.0,87.5,0.4,1.2,1.5,2.8,0.9,0.0,1.4,6.2
Chris Crawford,0.0,1997,40,6.4,3.8,1.2,2.8,41.8,0.0,0.1,33.3,1.4,1.7,83.8,0.5,0.5,1.0,0.2,0.3,0.2,0.5,3.2
Chris Douglas-Roberts,0.0,2008,44,13.3,4.9,1.8,4.0,46.0,0.1,0.3,25.0,1.2,1.4,82.3,0.3,0.8,1.1,1.2,0.3,0.2,0.7,4.5
Chris Dudley,0.0,1987,55,9.3,3.1,1.2,2.5,47.4,0.0,0.0,0.0,0.7,1.3,56.3,1.3,1.3,2.6,0.4,0.2,0.3,0.6,4.3
Chris Duhon,0.0,2004,82,26.5,5.9,2.1,6.0,35.2,1.1,3.2,35.5,0.6,0.8,73.1,0.3,2.3,2.6,4.9,1.0,0.0,1.4,8.9
Chris Engler,0.0,1982,54,6.8,1.5,0.7,1.7,40.4,0.0,0.0,0.0,0.1,0.3,31.3,0.8,1.1,1.9,0.2,0.1,0.3,0.4,2.4
Chris Garner,0.0,1997,38,7.7,1.4,0.6,1.8,32.9,0.1,0.4,28.6,0.1,0.2,42.9,0.2,0.4,0.6,1.2,0.6,0.1,0.7,1.9
Chris Gatling,0.0,1991,54,11.3,5.7,2.2,3.8,56.8,0.0,0.1,0.0,1.3,2.0,66.1,1.4,2.0,3.4,0.3,0.6,0.7,0.8,7.4
Chris Herren,0.0,1999,45,13.3,3.1,1.0,2.8,36.3,0.5,1.5,35.8,0.6,0.9,67.5,0.3,0.9,1.2,2.5,0.3,0.0,0.9,4.2
Chris Hunter,0.0,2009,60,13.1,4.5,1.8,3.6,50.2,0.0,0.1,0.0,0.9,1.2,75.4,0.9,1.9,2.8,0.6,0.2,0.6,0.5,6.1
Chris Jefferies,0.0,2002,51,13.1,3.9,1.5,3.8,38.7,0.4,1.1,33.3,0.6,0.8,67.4,0.3,0.8,1.2,0.4,0.4,0.3,0.9,2.6
Chris Kaman,0.0,2003,82,22.5,6.1,2.4,5.3,46.0,0.0,0.0,0.0,1.2,1.7,69.7,1.5,4.1,5.6,1.0,0.3,0.9,1.9,8.6
Chris McCullough,0.0,2015,24,15.1,4.7,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1.0,47.8,1.0,1.8,2.8,0.4,1.2,0.5,0.6,5.7
Chris Mihm,0.0,2000,59,19.8,7.6,2.9,6.6,44.2,0.0,0.0,0.0,1.7,2.1,79.4,1.8,2.9,4.7,0.3,0.3,0.9,1.4,8.3
Chris Mills,0.0,1993,79,25.6,9.4,3.6,8.6,41.9,0.5,1.5,31.1,1.7,2.2,77.8,1.7,3.4,5.1,1.6,0.7,0.6,1.1,10.8
Chris Morris,0.0,1988,76,27.6,14.1,5.4,11.9,45.7,0.8,2.3,36.6,2.4,3.3,71.7,2.5,2.8,5.2,1.6,1.3,0.8,2.5,13.1
Chris Mullin,1.0,1985,55,25.3,14.0,5.2,11.3,46.3,0.1,0.5,18.5,3.4,3.8,89.6,0.8,1.3,2.1,1.9,1.3,0.4,1.4,11.8
Chris Paul,0.0,2005,78,36.0,16.1,5.2,12.1,43.0,0.6,2.3,28.2,5.1,6.0,84.7,0.8,4.3,5.1,7.8,2.2,0.1,2.4,21.2
Chris Porter,0.0,2000,51,22.5,8.6,3.4,8.7,38.9,0.0,0.1,0.0,1.8,2.8,66.7,1.7,2.0,3.7,1.2,0.9,0.1,1.2,7.1
Chris Quinn,0.0,2006,42,9.7,3.4,1.1,3.1,36.6,0.5,1.4,35.1,0.6,0.9,67.6,0.1,0.6,0.7,1.5,0.4,0.0,0.5,3.2
Chris Richard,0.0,2007,52,10.7,1.9,0.8,1.7,47.1,0.0,0.0,0.0,0.3,0.5,59.3,1.0,1.6,2.6,0.3,0.2,0.2,0.5,3.7
Chris Robinson,0.0,1996,41,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.7,0.2,0.8,5.0
Chris Singleton,0.0,2011,66,21.7,4.6,1.8,4.7,37.2,0.7,1.9,34.6,0.5,0.7,68.2,0.7,2.9,3.5,0.7,1.1,0.5,0.6,6.7
Chris Smith,0.0,1992,80,15.8,4.3,1.6,3.6,43.3,0.0,0.2,14.3,1.2,1.5,79.2,0.4,0.8,1.2,2.5,0.6,0.2,0.8,5.6
Chris Washburn,0.0,1986,35,11.0,3.8,1.6,4.1,39.3,0.0,0.0,0.0,0.5,1.5,35.3,1.0,1.9,2.9,0.5,0.2,0.2,1.1,2.9
Chris Webber,1.0,1993,76,32.1,17.5,7.5,13.6,55.2,0.0,0.2,0.0,2.5,4.7,53.2,4.0,5.1,9.1,3.6,1.2,2.2,2.7,22.6
Chris Whitney,0.0,1993,40,8.5,1.8,0.6,2.1,30.5,0.3,0.8,33.3,0.3,0.4,80.0,0.1,0.6,0.7,1.3,0.3,0.0,0.9,1.7
Chris Wilcox,0.0,2002,46,10.4,3.7,1.6,3.0,52.1,0.0,0.0,0.0,0.5,1.1,50.0,0.7,1.6,2.3,0.5,0.1,0.3,0.6,4.3
Christian Eyenga,0.0,2010,44,21.5,6.9,3.0,7.0,42.5,0.6,2.1,27.5,0.4,0.6,64.3,0.6,2.2,2.8,0.8,0.8,0.6,1.1,6.6
Christian Laettner,0.0,1992,81,34.9,18.2,6.2,13.1,47.4,0.0,0.5,10.0,5.7,6.8,83.5,2.1,6.6,8.7,2.8,1.3,1.0,3.4,20.6
Chuck Aleksinas,0.0,1984,74,15.1,5.1,2.2,4.6,47.8,0.0,0.0,0.0,0.7,1.0,73.3,1.2,2.5,3.6,0.5,0.2,0.2,1.0,6.0
Chuck Person,0.0,1986,82,36.0,18.8,7.7,16.6,46.8,0.6,1.7,35.5,2.7,3.6,74.7,2.0,6.2,8.3,3.6,1.1,0.2,2.6,19.6
Chucky Atkins,0.0,1999,82,19.8,9.5,3.8,9.0,42.4,0.7,2.0,35.0,1.2,1.6,72.9,0.2,1.3,1.5,3.7,0.6,0.0,1.7,8.1
Chucky Brown,0.0,1989,75,17.9,7.3,2.8,6.0,47.0,0.0,0.1,0.0,1.7,2.2,76.2,1.1,2.0,3.1,0.7,0.4,0.3,0.9,7.2
CJ McCollum,0.0,2013,38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9,3.7
CJ Miles,0.0,2005,23,8.8,3.4,1.2,3.3,36.8,0.2,0.9,25.0,0.8,1.0,75.0,0.8,0.9,1.7,0.7,0.3,0.1,0.4,3.4
CJ Watson,0.0,2007,32,11.5,3.7,1.3,3.2,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1.0,1.1,0.5,0.0,0.6,3.7
Clar. Weatherspoon,0.0,1992,82,32.4,15.6,6.0,12.8,46.9,0.0,0.0,25.0,3.5,5.0,71.3,2.2,5.0,7.2,1.8,1.0,0.8,2.1,16.0
Clark Kellogg,0.0,1982,81,34.1,20.1,8.4,17.5,47.9,0.0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7,22.8
Cleanthony Early,0.0,2014,39,16.6,5.4,1.9,5.5,35.5,0.6,2.2,26.2,0.9,1.2,75.0,0.6,1.9,2.5,0.9,0.6,0.3,1.0,4.8
Cliff Levingston,0.0,1982,62,14.2,5.6,2.1,4.4,48.5,0.0,0.0,0.0,1.4,2.4,57.1,1.7,2.1,3.7,0.8,0.4,0.6,1.2,6.7
Clifford Robinson,0.0,1989,82,19.1,9.1,3.6,9.2,39.7,0.1,0.5,27.3,1.7,3.1,55.0,1.3,2.4,3.8,0.9,0.7,0.7,1.6,6.5
Clifford Rozier,0.0,1994,66,22.6,6.8,2.9,5.9,48.5,0.0,0.1,28.6,1.0,2.3,44.7,3.0,4.3,7.4,0.7,0.5,0.6,1.4,10.3
Clinton Smith,0.0,1986,41,8.3,3.1,1.2,2.9,42.7,0.0,0.0,0.0,0.7,0.9,75.0,0.6,0.7,1.4,1.1,0.3,0.0,0.6,3.4
Clinton Wheeler,0.0,1987,59,8.7,2.5,1.1,2.2,47.0,0.0,0.0,0.0,0.4,0.6,73.5,0.3,0.4,0.7,1.7,0.6,0.0,0.9,3.4
Clyde Drexler,1.0,1983,82,17.2,7.7,3.1,6.8,45.1,0.0,0.0,25.0,1.5,2.1,72.8,1.4,1.5,2.9,1.9,1.3,0.3,1.5,8.2
Cody Zeller,0.0,2013,82,17.3,6.0,2.1,4.9,42.6,0.0,0.0,0.0,1.8,2.4,73.0,1.4,2.9,4.3,1.1,0.5,0.5,1.1,7.8
Cole Aldrich,0.0,2010,18,7.9,1.0,0.4,0.8,53.3,0.0,0.0,0.0,0.1,0.2,50.0,0.7,1.2,1.9,0.2,0.3,0.4,0.4,2.9
Conner Henry,0.0,1986,54,6.0,2.3,0.9,2.5,33.8,0.2,0.8,31.0,0.3,0.5,63.0,0.1,0.5,0.6,0.6,0.2,0.0,0.5,1.4
Corey Benjamin,0.0,1998,31,10.3,3.8,1.4,3.8,37.6,0.1,0.5,21.4,0.9,1.3,67.5,0.5,0.8,1.3,0.3,0.3,0.3,0.7,2.6
Corey Brewer,0.0,2007,79,22.8,5.8,2.3,6.2,37.4,0.1,0.5,19.4,1.1,1.4,80.0,1.0,2.7,3.7,1.4,1.0,0.3,1.1,6.9
Corey Crowder,0.0,1991,51,6.4,2.2,0.8,2.2,38.4,0.3,0.6,43.3,0.3,0.4,83.3,0.3,0.5,0.8,0.3,0.1,0.0,0.3,1.9
Corey Maggette,0.0,1999,77,17.8,8.4,2.9,6.1,47.8,0.0,0.1,18.2,2.5,3.4,75.1,1.6,2.3,3.9,0.8,0.3,0.3,1.8,7.9
Corey Williams,0.0,1992,35,6.9,2.3,0.9,2.4,36.5,0.0,0.1,33.3,0.5,0.6,81.8,0.5,0.3,0.9,0.7,0.1,0.1,0.3,2.1
Corie Blount,0.0,1993,67,10.3,3.0,1.1,2.6,43.7,0.0,0.0,0.0,0.7,1.1,61.3,1.1,1.8,2.9,0.8,0.3,0.5,0.8,4.8
Corliss Williamson,0.0,1995,53,11.5,5.6,2.4,5.1,46.6,0.0,0.1,0.0,0.9,1.6,56.0,1.1,1.1,2.2,0.4,0.2,0.2,1.4,3.7
Corny Thompson,0.0,1982,44,11.8,2.8,1.0,3.1,31.4,0.0,0.0,0.0,0.8,1.0,78.3,0.9,1.8,2.7,0.8,0.3,0.2,0.7,3.6
Cory Alexander,0.0,1995,60,9.3,2.8,1.1,2.6,40.6,0.4,1.1,39.4,0.3,0.4,64.0,0.2,0.6,0.7,2.0,0.5,0.0,1.1,3.2
Cory Blackwell,0.0,1984,60,9.2,3.4,1.5,4.0,36.7,0.0,0.0,0.0,0.5,0.9,50.9,0.7,0.9,1.6,0.4,0.4,0.1,0.7,2.2
Cory Carr,0.0,1998,42,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75.0,0.2,1.0,1.2,1.6,0.5,0.2,1.1,2.7
Cory Higgins,0.0,2011,38,11.1,3.9,1.4,4.2,32.5,0.1,0.5,20.0,1.1,1.6,70.0,0.2,0.7,0.9,0.9,0.1,0.2,1.0,1.8
Cory Jefferson,0.0,2014,50,10.6,3.7,1.5,3.3,44.9,0.0,0.3,13.3,0.6,1.1,57.4,0.9,2.0,2.9,0.3,0.2,0.4,0.4,4.8
Cory Joseph,0.0,2011,29,9.2,2.0,0.8,2.4,31.4,0.1,0.5,20.0,0.4,0.6,64.7,0.2,0.7,0.9,1.2,0.2,0.1,0.4,2.1
Courtney Alexander,0.0,2000,65,21.3,9.5,3.7,8.8,41.7,0.3,0.7,37.0,1.9,2.3,82.0,0.6,1.6,2.2,1.0,0.7,0.1,1.1,6.7
Courtney Lee,0.0,2008,77,25.2,8.4,3.2,7.0,45.0,1.1,2.6,40.4,1.0,1.2,83.0,0.2,2.1,2.3,1.2,1.0,0.2,0.9,8.1
Craig Hodges,0.0,1982,76,26.6,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1,8.6
Craig Neal,0.0,1988,53,9.4,2.2,0.8,2.3,36.6,0.2,0.6,29.4,0.3,0.4,60.9,0.1,0.4,0.5,2.2,0.5,0.1,1.0,2.8
Craig Shelton,0.0,1980,55,10.7,4.3,1.8,4.0,45.7,0.0,0.0,0.0,0.6,1.1,60.3,1.1,1.4,2.5,0.5,0.3,0.1,1.1,4.0
Craig Smith,0.0,2006,82,18.7,7.4,3.0,5.6,53.1,0.0,0.1,0.0,1.4,2.3,62.4,1.8,3.3,5.1,0.6,0.6,0.2,0.9,9.5
Cristiano Felicio,0.0,2015,31,10.4,3.4,1.3,2.3,55.6,0.0,0.1,0.0,0.8,1.1,71.4,1.0,2.3,3.3,0.8,0.2,0.4,0.4,6.4
