,Name,Hall of Fame Class,Year Drafted,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
1177,Randy Breuer,Not Inducted,1983,57,8.3,2.9,1.2,3.1,38.4,0.0,0.0,0.0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,3.2
1178,Randy Brown,Not Inducted,1991,56,9.6,3.4,1.4,3.0,45.6,0.0,0.1,0.0,0.7,1.0,65.5,0.5,0.8,1.2,1.1,0.6,0.2,0.8,3.8
1179,Randy Foye,Not Inducted,2006,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2.0,2.3,85.4,0.6,2.1,2.7,2.8,0.7,0.3,1.9,9.6
1180,Randy Livingston,Not Inducted,1996,64,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1.0,64.6,0.5,1.0,1.5,2.4,0.6,0.2,1.6,4.6
1181,Randy White,Not Inducted,1989,55,12.9,4.3,1.7,4.6,36.9,0.0,0.3,7.1,0.9,1.6,56.2,1.4,1.7,3.1,0.4,0.4,0.1,0.8,3.9
1182,Randy Wittman,Not Inducted,1983,78,13.7,4.5,2.1,4.1,50.3,0.0,0.1,40.0,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0.0,0.4,3.9
1183,Randy Woods,Not Inducted,1992,41,4.2,1.7,0.6,1.6,34.8,0.1,0.3,21.4,0.5,0.6,73.1,0.1,0.2,0.3,1.0,0.3,0.0,0.4,1.7
1184,Rashad McCants,Not Inducted,2005,79,17.2,7.9,3.1,6.8,45.0,0.8,2.3,37.2,1.0,1.3,73.6,0.4,1.4,1.8,0.8,0.6,0.3,1.1,6.2
1185,Rashad Vaughn,Not Inducted,2015,70,14.3,3.1,1.2,3.8,30.5,0.6,2.1,29.3,0.2,0.2,80.0,0.2,1.1,1.3,0.6,0.4,0.2,0.4,2.5
1186,Rasheed Wallace,Not Inducted,1995,65,27.5,10.1,4.2,8.7,48.7,0.4,1.3,32.9,1.2,1.8,65.0,1.4,3.2,4.7,1.3,0.7,0.8,1.6,10.8
1187,Rasual Butler,Not Inducted,2002,72,21.0,7.5,2.9,7.9,36.2,0.7,2.4,29.2,1.1,1.4,73.1,0.4,2.2,2.6,1.3,0.3,0.6,1.1,5.7
1188,Raul Lopez,Not Inducted,2003,82,19.7,7.0,2.7,6.3,43.1,0.3,1.0,29.4,1.2,1.4,86.3,0.3,1.6,1.9,3.7,0.8,0.0,2.1,7.5
1189,Raul Neto,Not Inducted,2015,81,18.5,5.9,2.2,5.2,43.1,0.8,2.0,39.5,0.6,0.9,74.3,0.2,1.3,1.5,2.1,0.8,0.0,1.4,5.8
1190,Ray Allen,Hall of Fame Member,1996,82,30.9,13.4,4.8,11.1,43.0,1.4,3.6,39.3,2.5,3.0,82.3,1.2,2.8,4.0,2.6,0.9,0.1,1.8,12.3
1191,Ray Blume,Not Inducted,1981,49,11.1,4.6,2.1,4.5,45.9,0.1,0.4,22.2,0.4,0.6,64.3,0.3,0.6,0.8,1.4,0.5,0.0,1.1,3.6
1192,Ray McCallum,Not Inducted,2013,45,19.9,6.2,2.5,6.7,37.7,0.5,1.3,37.3,0.7,1.0,74.4,0.4,1.4,1.8,2.7,0.5,0.2,0.9,6.1
1193,Ray Owes,Not Inducted,1996,57,10.4,3.1,1.3,3.2,41.7,0.0,0.1,20.0,0.5,0.8,56.5,1.1,1.7,2.9,0.3,0.3,0.3,0.4,4.2
1194,Raymond Felton,Not Inducted,2005,80,30.1,11.9,4.3,11.0,39.1,1.2,3.4,35.8,2.0,2.8,72.5,1.0,2.4,3.3,5.6,1.3,0.1,2.3,12.4
1195,Reece Gaines,Not Inducted,2003,38,9.6,1.8,0.7,2.3,29.1,0.1,0.3,30.0,0.4,0.7,64.0,0.2,0.8,1.0,1.1,0.3,0.1,0.5,1.9
1196,Reggie Bullock,Not Inducted,2013,43,9.2,2.7,1.0,2.8,35.5,0.5,1.7,30.1,0.2,0.2,77.8,0.3,1.0,1.3,0.3,0.2,0.0,0.3,2.3
1197,Reggie Carter,Not Inducted,1980,60,8.9,2.8,1.0,3.0,33.0,0.0,0.1,0.0,0.9,1.2,73.9,0.5,0.7,1.2,1.3,0.4,0.0,0.6,2.7
1198,Reggie Evans,Not Inducted,2002,67,20.4,3.2,1.0,2.1,47.1,0.0,0.0,0.0,1.2,2.3,51.9,2.5,4.1,6.6,0.5,0.6,0.2,0.8,8.1
1199,Reggie Jackson,Not Inducted,2011,45,11.1,3.1,1.1,3.5,32.1,0.3,1.4,21.0,0.6,0.6,86.2,0.3,0.9,1.2,1.6,0.6,0.0,0.8,3.2
1200,Reggie Johnson,Not Inducted,1980,79,21.7,10.2,4.3,8.6,49.9,0.0,0.0,0.0,1.6,2.4,66.3,1.7,2.9,4.5,1.0,0.6,0.6,1.6,10.1
1201,Reggie Lewis,Not Inducted,1987,49,8.3,4.5,1.8,3.9,46.6,0.0,0.1,0.0,0.8,1.2,70.2,0.6,0.7,1.3,0.5,0.3,0.3,0.6,3.9
1202,Reggie Miller,Hall of Fame Member,1987,82,22.4,10.0,3.7,7.6,48.8,0.7,2.1,35.5,1.8,2.3,80.1,1.2,1.2,2.3,1.6,0.7,0.2,1.2,9.2
1203,Reggie Williams,Not Inducted,1987,35,24.5,10.4,4.3,12.2,35.6,0.4,1.7,22.4,1.4,1.9,72.7,1.6,1.8,3.4,1.7,0.8,0.6,1.8,6.7
1204,Renaldo Balkman,Not Inducted,2006,68,15.6,4.9,2.0,4.0,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,8.1
1205,Rex Chapman,Not Inducted,1988,75,29.6,16.9,7.0,16.9,41.4,0.8,2.5,31.4,2.1,2.6,79.5,1.0,1.5,2.5,2.3,0.9,0.3,1.5,11.0
1206,Rex Walters,Not Inducted,1993,48,8.0,3.4,1.3,2.4,52.2,0.3,0.6,50.0,0.6,0.7,82.4,0.1,0.7,0.8,1.5,0.3,0.1,0.6,4.1
1207,Rich King,Not Inducted,1991,40,5.3,2.2,0.7,1.8,38.0,0.0,0.0,0.0,0.9,1.1,75.6,0.5,0.7,1.2,0.3,0.1,0.1,0.5,2.1
1208,Richard Anderson,Not Inducted,1982,78,16.3,5.2,2.2,5.5,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,3.5,1.5,0.7,0.3,1.2,6.5
1209,Richard Coffey,Not Inducted,1990,52,6.2,1.3,0.5,1.4,37.3,0.0,0.0,0.0,0.2,0.4,54.5,0.8,0.7,1.5,0.1,0.1,0.1,0.1,1.9
1210,Richard Dumas,Not Inducted,1992,48,27.5,15.8,6.3,12.0,52.4,0.0,0.1,33.3,3.2,4.5,70.7,2.1,2.6,4.6,1.3,1.8,0.8,1.9,15.3
1211,Richard Hamilton,Not Inducted,1999,71,19.3,9.0,3.6,8.5,42.0,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,6.3
1212,Richard Jefferson,Not Inducted,2001,79,24.3,9.4,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,3.7,1.8,0.8,0.6,1.4,9.9
1213,Richaun Holmes,Not Inducted,2015,51,13.8,5.6,2.2,4.4,51.4,0.2,0.9,18.2,1.0,1.5,68.9,1.2,1.4,2.6,0.6,0.4,0.8,0.6,6.9
1214,Richie Frahm,Not Inducted,2003,54,8.7,3.4,1.2,2.6,45.3,0.6,1.7,37.0,0.4,0.5,88.5,0.2,0.8,1.0,0.4,0.3,0.1,0.1,3.6
1215,Rick Brunson,Not Inducted,1997,38,16.4,4.3,1.3,3.7,34.8,0.6,1.6,36.1,1.1,1.6,67.7,0.4,1.1,1.5,2.6,0.7,0.1,1.4,4.8
1216,Rick Calloway,Not Inducted,1990,64,10.6,3.2,1.2,3.0,39.1,0.0,0.0,0.0,0.9,1.2,69.6,0.4,0.8,1.2,1.0,0.3,0.1,0.8,2.8
1217,Rick Carlisle,Not Inducted,1984,38,4.7,1.8,0.7,1.8,38.8,0.0,0.1,0.0,0.4,0.4,88.2,0.2,0.3,0.6,0.7,0.1,0.0,0.5,1.4
1218,Rick Fox,Not Inducted,1991,81,19.0,8.0,3.0,6.5,45.9,0.3,0.9,32.9,1.7,2.3,75.5,0.9,1.8,2.7,1.6,1.0,0.4,1.5,8.0
1219,Rick Mahorn,Not Inducted,1980,52,13.4,4.8,2.1,4.2,50.7,0.0,0.0,0.0,0.5,0.8,67.5,1.3,2.8,4.1,0.5,0.4,0.8,0.7,7.6
1220,Rickey Brown,Not Inducted,1980,45,12.9,4.0,1.8,3.6,51.2,0.0,0.0,0.0,0.4,0.5,76.2,1.2,2.5,3.7,0.5,0.2,0.3,0.7,6.2
1221,Rickey Williams,Not Inducted,1982,44,7.9,3.3,1.3,3.1,41.5,0.0,0.1,0.0,0.8,1.2,66.0,0.3,0.5,0.9,0.8,0.5,0.1,0.9,2.5
1222,Ricky Berry,Not Inducted,1988,64,22.0,11.0,4.0,8.9,45.0,1.0,2.5,40.6,2.0,2.6,78.9,0.9,2.2,3.1,1.3,0.6,0.3,1.3,9.6
1223,Ricky Davis,Not Inducted,1998,46,12.1,4.5,1.8,4.3,40.5,0.0,0.3,16.7,1.0,1.3,76.3,0.9,1.0,1.8,1.3,0.7,0.1,1.2,4.4
1224,Ricky Pierce,Not Inducted,1982,39,6.8,2.2,0.8,2.3,37.5,0.0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,0.9,0.4,0.2,0.1,0.5,1.5
1225,Ricky Rubio,Not Inducted,2011,41,34.2,10.6,3.4,9.5,35.7,0.8,2.3,34.0,3.1,3.8,80.3,0.5,3.7,4.2,8.2,2.2,0.2,3.2,15.4
1226,Ricky Wilson,Not Inducted,1987,24,17.5,5.2,1.8,4.6,39.1,0.4,1.1,38.5,1.2,1.7,72.5,0.1,1.0,1.1,2.9,1.0,0.1,1.0,6.0
1227,Rik Smits,Not Inducted,1988,82,24.9,11.7,4.7,9.1,51.7,0.0,0.0,0.0,2.2,3.1,72.2,2.3,3.8,6.1,0.9,0.5,1.8,1.6,14.1
1228,Rob Kurz,Not Inducted,2008,40,11.1,3.9,1.3,3.3,38.9,0.4,1.0,39.5,1.0,1.3,80.0,0.8,1.2,2.0,0.5,0.3,0.5,0.4,4.6
1229,Rob Williams,Not Inducted,1982,74,19.5,7.0,2.6,6.3,40.8,0.0,0.2,13.3,1.8,2.4,75.3,0.5,1.3,1.8,4.9,1.2,0.2,2.5,8.2
1230,Robbie Hummel,Not Inducted,2013,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0.0,0.2,4.4
1231,Robert Horry,Not Inducted,1992,79,29.5,10.1,4.1,8.6,47.4,0.2,0.6,25.5,1.8,2.5,71.5,1.4,3.5,5.0,2.4,1.0,1.1,2.0,12.3
1232,Robert Pack,Not Inducted,1991,72,12.4,4.6,1.6,3.8,42.3,0.0,0.1,0.0,1.4,1.8,80.3,0.4,0.9,1.3,1.9,0.6,0.1,1.3,4.7
1233,Robert Traylor,Not Inducted,1998,49,16.0,5.3,2.2,4.1,53.7,0.0,0.0,0.0,0.9,1.6,53.8,1.6,2.1,3.7,0.8,0.9,0.9,0.9,8.1
1234,Robin Lopez,Not Inducted,2008,60,10.2,3.1,1.2,2.3,51.8,0.0,0.0,0.0,0.8,1.1,69.1,0.9,1.1,2.0,0.1,0.2,0.7,0.5,4.2
1235,Rod Foster,Not Inducted,1983,80,17.8,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1.0,1.5,2.2,0.7,0.1,1.4,7.0
1236,Rod Higgins,Not Inducted,1982,82,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,11.6
1237,Rod Strickland,Not Inducted,1988,81,16.8,8.9,3.3,7.0,46.7,0.2,0.7,32.2,2.1,2.9,74.5,0.6,1.3,2.0,3.9,1.2,0.0,1.8,9.8
1238,Rodney Carney,Not Inducted,2006,67,17.4,6.6,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.4,0.6,0.3,0.6,5.5
1239,Rodney Hood,Not Inducted,2014,50,21.3,8.7,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,0.2,2.2,2.3,1.7,0.6,0.2,0.9,7.8
1240,Rodney McCray,Not Inducted,1983,79,26.3,10.8,4.2,8.5,49.9,0.0,0.1,25.0,2.3,3.2,73.1,2.2,3.5,5.7,2.2,0.7,0.7,1.5,13.4
1241,Rodney McGruder,Not Inducted,2016,30,25.7,5.8,2.1,5.3,40.0,0.8,2.6,32.5,0.7,1.0,72.4,1.5,2.0,3.5,1.5,0.7,0.3,0.7,7.5
1242,Rodney Monroe,Not Inducted,1991,38,8.2,3.4,1.4,3.8,36.8,0.2,0.7,22.2,0.5,0.6,82.6,0.3,0.6,0.9,0.7,0.3,0.1,0.6,2.3
1243,Rodney Rogers,Not Inducted,1993,79,17.8,8.1,3.0,6.9,43.9,0.4,1.2,38.0,1.6,2.4,67.2,1.1,1.7,2.9,1.3,0.8,0.6,1.7,7.3
1244,Rodney Stuckey,Not Inducted,2007,57,19.0,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,2.8,0.9,0.1,1.4,7.8
1245,Rodrick Rhodes,Not Inducted,1997,58,18.4,5.8,1.9,5.3,36.7,0.0,0.1,25.0,1.9,3.1,61.7,0.5,0.7,1.2,1.9,1.1,0.2,1.7,4.0
1246,Rodrigue Beaubois,Not Inducted,2009,56,12.5,7.1,2.8,5.3,51.8,0.8,2.0,40.9,0.8,0.9,80.8,0.2,1.2,1.4,1.3,0.5,0.2,1.0,6.8
1247,Roko Leni Ukic,Not Inducted,2008,72,12.4,4.2,1.7,4.5,38.0,0.2,0.9,17.7,0.6,0.8,73.3,0.4,0.7,1.0,2.1,0.4,0.0,0.8,3.9
1248,Rolando Blackman,Not Inducted,1981,82,24.1,13.3,5.4,10.4,51.3,0.0,0.0,25.0,2.6,3.4,76.8,1.2,1.9,3.1,1.3,0.6,0.4,1.4,11.4
1249,Ron Anderson,Not Inducted,1984,36,14.4,5.8,2.3,5.4,43.1,0.0,0.1,50.0,1.1,1.4,82.0,1.1,1.4,2.4,0.9,0.3,0.2,0.9,5.4
1250,Ron Cavenall,Not Inducted,1984,53,12.3,1.5,0.5,1.6,32.6,0.0,0.0,0.0,0.4,0.7,56.4,1.0,2.1,3.1,0.4,0.2,0.8,0.8,3.7
1251,Ron Harper,Not Inducted,1986,82,37.4,22.9,9.0,19.7,45.5,0.2,1.1,21.3,4.7,6.9,68.4,2.1,2.7,4.8,4.8,2.5,1.0,4.2,18.9
1252,Ron Mercer,Not Inducted,1997,80,33.3,15.3,6.4,14.3,45.0,0.0,0.4,10.7,2.4,2.8,83.9,1.4,2.1,3.5,2.2,1.6,0.2,1.6,12.8
1253,Ronald Dupree,Not Inducted,2003,47,19.0,6.2,2.4,6.0,39.4,0.1,0.2,44.4,1.4,2.2,62.9,1.2,2.4,3.6,1.2,0.7,0.4,1.1,6.4
1254,Rondae Hollis-Jefferson,Not Inducted,2015,29,21.2,5.8,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4.0,5.3,1.5,1.3,0.6,0.9,10.4
1255,Ronnie Brewer,Not Inducted,2006,56,12.1,4.6,1.8,3.4,52.8,0.0,0.2,0.0,1.0,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,4.6
1256,Ronnie Grandison,Not Inducted,1988,72,7.3,2.5,0.8,2.0,41.5,0.0,0.1,0.0,0.8,1.1,73.8,0.7,0.6,1.3,0.6,0.3,0.0,0.5,2.7
1257,Rony Seikaly,Not Inducted,1988,78,25.2,10.9,4.3,9.5,44.8,0.0,0.1,25.0,2.3,4.5,51.1,2.6,4.4,7.0,0.7,0.6,1.2,2.6,10.4
1258,Rory White,Not Inducted,1982,65,9.6,5.0,2.0,3.6,54.3,0.0,0.0,0.0,1.1,1.7,64.2,0.7,0.9,1.6,0.5,0.3,0.0,0.8,4.3
1259,Roshown McLeod,Not Inducted,1998,34,10.2,4.8,1.8,4.8,38.0,0.0,0.3,10.0,1.1,1.3,82.2,0.4,1.1,1.5,0.4,0.1,0.0,0.7,2.9
1260,Roy Hibbert,Not Inducted,2008,70,14.4,7.1,2.8,6.0,47.1,0.0,0.0,0.0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.3,1.1,0.8,7.9
1261,Roy Hinson,Not Inducted,1983,80,23.2,5.5,2.3,4.6,49.6,0.0,0.0,0.0,0.9,1.5,59.0,2.2,4.1,6.2,0.9,0.4,1.8,1.4,10.5
1262,Roy Rogers,Not Inducted,1999,40,8.9,2.2,0.9,2.2,39.8,0.0,0.0,0.0,0.5,1.0,46.3,0.8,1.2,2.0,0.2,0.1,0.9,0.3,3.3
1263,Roy Tarpley,Not Inducted,1986,75,18.7,7.5,3.1,6.7,46.7,0.0,0.0,33.3,1.3,1.9,67.6,2.4,4.7,7.1,0.7,0.8,1.1,1.4,11.6
1264,Royal Ivey,Not Inducted,2004,62,13.0,3.5,1.4,3.2,42.9,0.0,0.1,33.3,0.8,1.1,70.1,0.3,1.0,1.4,1.7,0.6,0.1,0.9,4.2
1265,Ruben Patterson,Not Inducted,1998,24,6.0,2.7,0.9,2.1,41.2,0.0,0.3,16.7,0.9,1.3,71.0,0.7,0.5,1.3,0.1,0.2,0.1,0.5,2.3
1266,Rudy Fernandez,Not Inducted,2008,78,25.6,10.4,3.4,8.1,42.5,2.0,5.1,39.9,1.5,1.8,83.9,0.6,2.1,2.7,2.0,0.9,0.1,1.1,10.1
1267,Rudy Gay,Not Inducted,2006,78,27.0,10.8,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,1.2,3.3,4.5,1.3,0.9,0.9,1.8,10.3
1268,Rudy Gobert,Not Inducted,2013,45,9.6,2.3,0.8,1.6,48.6,0.0,0.0,0.0,0.7,1.4,49.2,1.1,2.3,3.4,0.2,0.2,0.9,0.7,4.7
1269,Rudy Macklin,Not Inducted,1981,79,19.2,7.0,2.7,6.1,43.4,0.0,0.0,0.0,1.7,2.2,77.5,1.4,1.9,3.3,0.6,0.5,0.3,1.4,6.3
1270,Rumeal Robinson,Not Inducted,1990,47,14.3,5.6,2.3,5.1,44.6,0.0,0.2,18.2,1.0,1.7,58.8,0.4,1.1,1.5,2.8,0.7,0.2,1.6,5.6
1271,Russ Schoene,Not Inducted,1982,77,15.9,6.2,2.7,5.6,47.6,0.0,0.1,25.0,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,6.6
1272,Russell Cross,Not Inducted,1983,45,7.9,3.7,1.4,2.5,57.1,0.0,0.0,0.0,0.8,2.0,41.8,0.8,1.0,1.8,0.5,0.3,0.2,0.4,3.8
1273,Russell Westbrook,Not Inducted,2008,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,14.7
1274,Ryan Anderson,Not Inducted,2008,66,19.9,7.4,2.4,6.2,39.3,1.0,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,0.7,0.3,0.9,8.9
1275,Ryan Bowen,Not Inducted,1999,52,11.3,2.5,0.9,2.3,39.3,0.0,0.2,11.1,0.7,1.0,71.7,1.4,0.8,2.2,0.4,0.8,0.3,0.3,4.2
1276,Ryan Gomes,Not Inducted,2005,61,22.6,7.6,2.8,5.8,48.7,0.0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1.0,0.6,0.1,0.9,9.6
1277,Ryan Humphrey,Not Inducted,2002,48,9.3,1.9,0.7,2.5,29.2,0.0,0.0,0.0,0.5,0.8,59.0,0.7,1.4,2.1,0.2,0.2,0.4,0.5,2.2
1278,Ryan Kelly,Not Inducted,2013,59,22.2,8.0,2.7,6.3,42.3,0.8,2.4,33.8,1.9,2.3,81.5,0.7,3.0,3.7,1.6,0.5,0.8,0.8,9.8
1279,Ryan Lorthridge,Not Inducted,1994,37,18.2,7.4,2.9,6.0,47.5,0.1,0.4,21.4,1.5,2.4,64.8,0.6,1.3,1.9,2.7,0.8,0.0,1.5,7.2
1280,Salah Mejri,Not Inducted,2015,34,11.7,3.7,1.4,2.3,62.8,0.0,0.0,0.0,0.8,1.4,58.7,1.2,2.4,3.6,0.3,0.2,1.1,0.7,6.8
1281,Salim Stoudamire,Not Inducted,2005,61,20.3,9.7,3.3,8.1,41.5,1.3,3.5,38.0,1.6,1.8,90.0,0.2,1.7,1.9,1.2,0.4,0.1,1.3,7.0
1282,Sam Bowie,Not Inducted,1984,76,29.2,10.0,3.9,7.3,53.7,0.0,0.0,0.0,2.1,3.0,71.1,2.7,5.9,8.6,2.8,0.7,2.7,2.3,18.3
1283,Sam Cassell,Not Inducted,1993,66,17.0,6.7,2.5,5.9,41.8,0.4,1.3,29.5,1.4,1.6,84.1,0.4,1.7,2.0,2.9,0.9,0.1,1.4,7.5
1284,Sam Mack,Not Inducted,1992,40,6.7,3.6,1.2,3.0,39.8,0.1,0.6,13.6,1.1,1.5,77.6,0.5,0.8,1.2,0.4,0.3,0.1,0.6,3.0
1285,Sam Mitchell,Not Inducted,1989,80,30.2,12.7,4.7,10.4,44.6,0.0,0.1,0.0,3.4,4.4,76.8,2.3,3.5,5.8,1.1,0.8,0.7,1.2,13.1
1286,Sam Perkins,Not Inducted,1984,82,28.3,11.0,4.2,9.0,47.1,0.1,0.4,25.0,2.4,3.0,82.0,2.3,5.1,7.4,1.6,0.8,0.8,1.2,15.0
1287,Sam Vincent,Not Inducted,1985,57,7.6,3.2,1.0,2.8,36.4,0.0,0.1,25.0,1.1,1.2,92.9,0.2,0.6,0.8,1.2,0.3,0.1,0.9,2.9
1288,Sam Worthen,Not Inducted,1980,64,14.8,3.7,1.5,3.0,49.5,0.0,0.1,0.0,0.7,0.9,75.0,0.3,1.5,1.8,1.8,0.9,0.1,1.4,5.1
1289,Sam Young,Not Inducted,2009,80,16.5,7.4,2.8,6.2,45.1,0.1,0.7,19.6,1.7,2.2,77.7,1.0,1.6,2.5,0.7,0.4,0.3,1.2,6.2
1290,Samaki Walker,Not Inducted,1996,43,14.0,5.0,1.9,4.3,44.4,0.0,0.0,0.0,1.1,1.7,64.9,1.1,2.3,3.4,0.4,0.3,0.5,0.9,5.7
1291,Samardo Samuels,Not Inducted,2010,37,18.9,7.8,3.0,6.5,45.6,0.0,0.1,0.0,1.8,3.0,61.8,2.0,2.2,4.3,0.5,0.4,0.5,1.4,7.3
1292,Samuel Williams,Not Inducted,1981,59,18.2,6.1,2.6,4.7,55.6,0.0,0.0,0.0,0.8,1.5,55.1,1.5,3.7,5.2,0.6,0.8,1.3,1.1,10.1
1293,Sarunas Jasikevicius,Not Inducted,2005,75,20.8,7.3,2.3,5.7,39.6,1.1,3.1,36.4,1.6,1.8,91.0,0.3,1.8,2.0,3.0,0.5,0.1,1.6,7.8
1294,Sarunas Marciulionis,Hall of Fame Member,1989,75,22.6,12.1,3.9,7.4,51.9,0.1,0.5,25.6,4.2,5.4,78.7,1.1,1.8,2.9,1.6,1.3,0.1,1.8,11.4
1295,Sasha Pavlovic,Not Inducted,2003,79,14.5,4.8,1.9,4.8,39.6,0.2,0.9,27.1,0.8,1.1,77.4,0.6,1.5,2.0,0.8,0.5,0.2,0.8,4.4
1296,Sasha Vujacic,Not Inducted,2004,35,11.5,2.9,0.9,3.3,28.2,0.5,1.8,27.0,0.5,0.5,94.7,0.4,1.4,1.8,1.5,0.3,0.1,0.4,3.7
1297,Scooter McCray,Not Inducted,1983,47,11.1,2.7,1.0,2.6,38.8,0.0,0.0,0.0,0.7,1.1,70.0,1.0,1.5,2.4,0.9,0.2,0.4,0.7,4.1
1298,Scott Brooks,Not Inducted,1988,82,16.7,5.2,1.9,4.5,42.0,0.7,1.9,35.9,0.7,0.8,88.4,0.2,0.9,1.1,3.7,0.8,0.0,0.8,7.5
1299,Scott Burrell,Not Inducted,1993,51,15.0,4.8,1.9,4.6,41.9,0.0,0.1,33.3,0.9,1.4,65.7,0.9,1.7,2.6,1.2,0.7,0.3,0.9,5.6
1300,Scott Haffner,Not Inducted,1989,43,13.0,4.6,2.0,5.0,40.6,0.1,0.5,14.3,0.4,0.6,68.0,0.2,1.0,1.2,1.9,0.3,0.1,0.8,4.0
1301,Scott Hastings,Not Inducted,1982,31,4.5,1.2,0.4,1.2,34.2,0.0,0.1,0.0,0.4,0.6,55.0,0.5,0.8,1.3,0.1,0.2,0.0,0.3,1.5
1302,Scott Padgett,Not Inducted,1999,47,9.2,2.6,0.9,3.0,31.4,0.3,0.9,29.5,0.4,0.6,70.4,0.5,1.4,1.9,0.5,0.3,0.2,0.5,2.7
1303,Scott Williams,Not Inducted,1990,51,6.6,2.5,1.0,2.0,51.0,0.0,0.0,50.0,0.4,0.5,71.4,0.8,1.1,1.9,0.3,0.2,0.3,0.5,3.6
1304,Scottie Pippen,Hall of Fame Member,1987,79,20.9,7.9,3.3,7.1,46.3,0.1,0.3,17.4,1.3,2.2,57.6,1.5,2.3,3.8,2.1,1.1,0.7,1.7,9.2
1305,Sean Elliott,Not Inducted,1989,81,25.1,10.0,3.8,8.0,48.1,0.0,0.1,11.1,2.3,2.7,86.6,1.6,2.1,3.7,1.9,0.6,0.2,1.4,10.4
1306,Sean Green,Not Inducted,1991,35,7.3,4.0,1.8,4.5,39.2,0.1,0.3,20.0,0.4,0.8,53.6,0.6,0.6,1.2,0.6,0.4,0.2,0.8,2.5
1307,Sean Higgins,Not Inducted,1990,50,9.3,4.5,1.9,4.2,45.8,0.1,0.4,15.8,0.6,0.7,84.8,0.4,0.9,1.3,0.7,0.2,0.0,1.0,3.3
1308,Sean Lampley,Not Inducted,2002,35,13.9,4.8,1.6,3.7,43.4,0.0,0.1,0.0,1.6,2.3,69.5,0.7,1.6,2.4,0.9,0.2,0.1,0.7,4.9
1309,Sean Rooks,Not Inducted,1992,72,29.0,13.5,5.1,10.4,49.3,0.0,0.0,0.0,3.3,5.4,60.2,2.7,4.7,7.4,1.3,0.5,1.1,2.2,14.3
1310,Sean Singletary,Not Inducted,2008,37,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40.0,0.5,0.6,85.7,0.3,0.7,0.9,0.8,0.3,0.0,0.6,2.3
1311,Sean Williams,Not Inducted,2007,73,17.5,5.6,2.2,4.2,53.8,0.0,0.0,0.0,1.1,1.8,60.9,1.6,2.8,4.4,0.4,0.4,1.4,1.0,8.6
1312,Sebastian Telfair,Not Inducted,2004,68,19.6,6.8,2.5,6.3,39.3,0.3,1.0,24.6,1.5,2.0,78.9,0.1,1.4,1.5,3.3,0.5,0.1,1.8,6.1
1313,Sedale Threatt,Not Inducted,1983,45,10.3,3.3,1.4,3.3,41.9,0.0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0.0,0.7,2.7
1314,Semaj Christon,Not Inducted,2016,33,15.6,3.0,1.3,4.0,31.8,0.2,1.1,16.7,0.3,0.5,52.9,0.4,1.0,1.4,2.5,0.4,0.1,0.7,3.7
1315,Semih Erden,Not Inducted,2010,41,14.5,4.0,1.5,2.7,55.9,0.0,0.0,0.0,1.0,1.5,65.0,0.9,2.0,2.9,0.5,0.4,0.6,0.8,5.8
